93208,,86,,29,,27,,12,,0,,47,,0,,0,,14,,42,,0,,0
96136,,74,,36,,0,,0,,32,,4,,5,,0,,62,,0,,7,,0
93519,,0,,22,,67,,22,,0,,0,,0,,0,,0,,0,,0,,0
95981,,10,,15,,144,,0,,15,,0,,0,,10,,0,,0,,0,,0
96049,,4,,0,,70,,0,,4,,0,,0,,0,,0,,0,,0,,0
94573,,36,,36,,23,,13,,23,,0,,13,,17,,0,,0,,0,,6
92364,,29,,0,,12,,0,,6,,5,,0,,9,,0,,0,,0,,9
96119,,2,,2,,70,,2,,0,,0,,0,,0,,2,,0,,0,,0
94950,,19,,0,,28,,5,,0,,0,,0,,0,,0,,8,,0,,6
96085,,8,,2,,33,,2,,0,,0,,2,,0,,1,,5,,0,,0
95225,,42,,107,,338,,46,,61,,0,,0,,0,,33,,0,,9,,0
95435,,127,,37,,69,,0,,37,,0,,35,,0,,92,,0,,0,,0
95325,,18,,19,,0,,6,,0,,0,,0,,13,,18,,0,,0,,0
95013,,0,,11,,11,,0,,0,,0,,0,,11,,0,,0,,0,,0
91948,,12,,33,,0,,15,,0,,0,,30,,0,,0,,0,,0,,0
95250,,31,,0,,31,,0,,14,,17,,0,,0,,0,,0,,0,,0
95604,,22,,11,,11,,0,,0,,0,,23,,0,,0,,0,,0,,10
93554,,10,,0,,106,,10,,0,,0,,0,,0,,0,,0,,0,,0
95234,,35,,147,,48,,52,,73,,19,,22,,0,,0,,16,,0,,0
95429,,0,,23,,61,,5,,7,,0,,0,,0,,0,,11,,0,,0
93623,,0,,35,,16,,17,,0,,13,,0,,5,,0,,0,,0,,0
94128,,0,,23,,21,,23,,0,,0,,0,,0,,0,,0,,0,,0
95735,,4,,10,,11,,8,,1,,0,,4,,0,,0,,1,,0,,0
95485,,296,,533,,940,,244,,204,,89,,95,,97,,80,,11,,9,,0
93042,,49,,15,,0,,11,,4,,6,,22,,9,,0,,0,,5,,7
95679,,0,,29,,0,,0,,29,,0,,0,,0,,0,,0,,0,,0
94972,,38,,0,,0,,0,,0,,0,,0,,19,,19,,0,,0,,0
96123,,0,,5,,0,,0,,2,,3,,0,,0,,0,,0,,0,,0
93530,,0,,9,,30,,0,,0,,9,,0,,0,,0,,0,,0,,0
92211,,4391,,4678,,11995,,1753,,1261,,1072,,918,,871,,879,,417,,665,,1233
92384,,14,,7,,35,,0,,2,,5,,0,,0,,8,,0,,6,,0
96061,,19,,0,,8,,0,,7,,0,,2,,0,,4,,6,,0,,0
93634,,9,,9,,5,,15,,0,,0,,0,,0,,0,,1,,2,,0
92301,,5778,,3813,,11867,,2379,,1783,,1282,,1113,,1271,,908,,264,,425,,166
93943,,7,,0,,0,,0,,7,,0,,0,,0,,0,,0,,0,,0
89110,,17869,,15263,,19014,,6439,,6645,,7129,,5281,,2611,,2271,,811,,1090,,855
89110,,17869,,15263,,19014,,6439,,6645,,7129,,5281,,2611,,2271,,811,,1090,,855
93609,,1374,,1651,,1468,,841,,805,,637,,227,,186,,185,,66,,20,,58
93427,,1630,,1536,,1227,,567,,572,,437,,199,,238,,477,,83,,187,,406
95467,,1421,,939,,1700,,495,,262,,222,,130,,397,,321,,156,,138,,239
96101,,1182,,1091,,1766,,600,,475,,310,,242,,242,,154,,101,,130,,19
93501,,1028,,855,,2209,,401,,409,,267,,230,,139,,184,,61,,117,,75
90094,,2735,,1151,,1061,,309,,148,,348,,260,,234,,436,,206,,575,,1370
95436,,1231,,1601,,1650,,594,,519,,385,,295,,295,,278,,155,,175,,136
95666,,1140,,935,,2883,,407,,286,,102,,269,,109,,282,,104,,346,,170
92363,,1131,,949,,1846,,474,,422,,336,,306,,209,,141,,31,,85,,76
95222,,1290,,879,,2293,,441,,269,,262,,214,,249,,266,,89,,169,,210
92382,,1584,,1158,,1682,,453,,479,,302,,262,,294,,330,,147,,294,,181
93460,,1900,,1273,,1464,,438,,433,,378,,262,,282,,428,,166,,305,,481
92315,,1267,,915,,2011,,422,,496,,380,,259,,96,,153,,108,,139,,129
94964,,167,,828,,3781,,451,,194,,58,,139,,49,,96,,0,,8,,0
93225,,1125,,1303,,1801,,632,,339,,212,,417,,104,,266,,54,,157,,247
95365,,907,,1457,,1360,,670,,677,,467,,319,,74,,67,,31,,59,,0
92397,,1454,,651,,1423,,250,,296,,184,,176,,333,,135,,140,,352,,239
95619,,1450,,847,,1728,,309,,358,,249,,372,,447,,246,,22,,210,,84
94158,,2854,,866,,1244,,275,,192,,425,,295,,376,,294,,176,,638,,1049
95672,,1717,,1081,,1549,,311,,388,,217,,319,,305,,371,,113,,179,,595
95709,,1325,,1090,,1654,,638,,239,,219,,250,,193,,220,,171,,196,,289
95692,,1281,,1035,,1298,,494,,330,,369,,273,,284,,200,,41,,179,,146
95446,,1126,,1273,,1698,,577,,425,,329,,204,,101,,251,,142,,164,,206
92003,,1196,,956,,1414,,439,,295,,368,,170,,180,,289,,63,,163,,185
92539,,716,,815,,1711,,439,,245,,236,,218,,147,,120,,21,,105,,0
95912,,1408,,860,,1315,,436,,416,,434,,350,,186,,175,,109,,43,,119
95685,,1236,,874,,1643,,419,,201,,303,,207,,305,,252,,68,,148,,207
92201,,14857,,12651,,17735,,6336,,6507,,4843,,3020,,2008,,1932,,832,,1204,,826
93660,,670,,859,,1456,,298,,548,,405,,126,,64,,43,,24,,0,,21
89061,,920,,818,,2028,,469,,117,,239,,292,,96,,169,,27,,116,,213
96064,,1158,,1028,,1510,,558,,415,,275,,320,,163,,252,,74,,74,,55
93235,,834,,825,,1230,,538,,480,,313,,113,,24,,156,,23,,12,,0
93953,,1002,,965,,2077,,499,,240,,130,,127,,94,,100,,99,,178,,500
96088,,656,,906,,2368,,436,,308,,151,,72,,109,,108,,102,,171,,105
95665,,791,,1083,,1963,,674,,323,,100,,155,,107,,115,,68,,144,,188
96143,,1211,,1577,,682,,511,,1032,,394,,327,,197,,72,,82,,65,,108
95231,,643,,1485,,2268,,886,,509,,280,,113,,123,,104,,42,,51,,20
95247,,1021,,1031,,1935,,470,,360,,253,,190,,129,,158,,73,,154,,265
95655,,1456,,714,,1211,,307,,185,,290,,137,,217,,407,,126,,230,,271
94005,,1548,,1170,,976,,265,,300,,470,,265,,256,,237,,155,,274,,496
95236,,997,,825,,889,,229,,275,,145,,189,,172,,115,,241,,220,,236
96013,,737,,830,,1394,,593,,177,,304,,142,,99,,124,,23,,46,,59
92121,,1809,,1065,,876,,468,,317,,108,,167,,308,,359,,82,,355,,710
93252,,374,,469,,2601,,272,,176,,103,,40,,59,,64,,36,,59,,34
93202,,846,,803,,949,,491,,389,,384,,173,,105,,41,,41,,0,,25
96096,,204,,135,,365,,87,,21,,38,,52,,30,,52,,19,,10,,30
94951,,1215,,1053,,1213,,353,,222,,172,,209,,253,,390,,70,,158,,441
90704,,1210,,1198,,666,,638,,460,,379,,213,,164,,226,,45,,129,,154
96073,,1293,,863,,1635,,391,,254,,210,,259,,207,,203,,112,,189,,331
93650,,691,,674,,1358,,379,,238,,322,,194,,98,,69,,0,,47,,18
95045,,1004,,1082,,1066,,424,,426,,224,,227,,252,,161,,116,,101,,155
95249,,953,,627,,1399,,275,,291,,205,,146,,312,,128,,89,,90,,44
95258,,1050,,852,,1184,,387,,264,,127,,263,,72,,282,,178,,135,,194
95328,,795,,747,,1566,,367,,462,,214,,169,,142,,125,,26,,0,,37
95228,,1223,,648,,1284,,176,,375,,374,,116,,272,,234,,36,,70,,218
90021,,797,,613,,1322,,374,,325,,163,,87,,19,,136,,29,,56,,221
95383,,467,,745,,1636,,247,,234,,117,,105,,117,,91,,82,,106,,113
96055,,747,,793,,1744,,427,,290,,170,,232,,95,,74,,116,,38,,98
92549,,693,,493,,780,,217,,137,,234,,197,,50,,167,,30,,102,,52
95004,,1158,,884,,1198,,413,,416,,143,,208,,172,,150,,115,,144,,281
95379,,1042,,749,,1345,,447,,357,,309,,200,,182,,133,,40,,71,,52
96122,,842,,1218,,1737,,446,,373,,202,,324,,237,,218,,104,,90,,66
92004,,623,,551,,1161,,284,,353,,146,,114,,122,,103,,25,,27,,0
93602,,1162,,767,,1418,,295,,282,,270,,237,,189,,228,,93,,143,,192
92278,,3776,,426,,57,,76,,1089,,2331,,453,,109,,61,,44,,39,,0
95614,,1338,,954,,1033,,366,,268,,289,,233,,136,,151,,243,,326,,280
92536,,850,,564,,1352,,418,,88,,221,,182,,114,,95,,79,,102,,115
95623,,876,,1116,,1422,,324,,341,,232,,360,,74,,195,,186,,138,,142
94535,,2177,,775,,449,,394,,837,,682,,344,,209,,296,,69,,102,,19
95938,,1384,,883,,952,,382,,335,,264,,215,,368,,228,,64,,184,,227
93451,,1276,,1010,,930,,535,,389,,427,,228,,103,,205,,31,,169,,199
95423,,512,,548,,1743,,315,,180,,190,,106,,33,,94,,41,,32,,69
92661,,1230,,811,,1472,,280,,185,,152,,137,,152,,284,,98,,178,,575
95321,,534,,928,,1611,,446,,294,,222,,120,,86,,97,,19,,124,,54
93675,,576,,585,,991,,290,,175,,103,,89,,93,,185,,13,,180,,33
94111,,1234,,806,,1239,,247,,212,,155,,57,,71,,122,,77,,115,,984
93265,,779,,457,,1340,,302,,124,,155,,189,,38,,177,,38,,106,,107
94508,,912,,1490,,906,,1089,,257,,240,,156,,160,,210,,40,,114,,136
92590,,1019,,665,,1259,,304,,227,,324,,154,,166,,174,,35,,88,,212
91905,,313,,31,,486,,11,,52,,9,,52,,65,,57,,0,,44,,54
94304,,1266,,621,,1269,,190,,143,,78,,52,,147,,239,,123,,329,,586
92823,,968,,606,,631,,203,,231,,124,,92,,88,,173,,91,,239,,333
92256,,727,,703,,1540,,464,,163,,243,,103,,100,,192,,58,,55,,52
93272,,912,,435,,829,,306,,241,,281,,302,,78,,92,,4,,24,,19
95627,,931,,585,,881,,283,,258,,249,,227,,173,,149,,42,,77,,58
95546,,740,,729,,1090,,485,,235,,203,,268,,84,,127,,17,,24,,26
93242,,948,,593,,1000,,335,,231,,404,,219,,149,,75,,21,,38,,69
95562,,995,,704,,1020,,338,,327,,276,,339,,207,,60,,52,,30,,70
92036,,854,,583,,841,,379,,140,,139,,110,,148,,189,,86,,125,,121
92140,,975,,1488,,26,,1011,,824,,385,,117,,66,,43,,0,,6,,11
95684,,986,,763,,885,,398,,204,,278,,152,,216,,94,,88,,178,,141
